ID	Last	First	Sex	Approval	KG Number	KG street	Renter	KG phone	cell phone	e-mail	Summer Address	Summer City	Summer State	Summer zip	Summer phone	Born	Also lived in	Education	Occupation/Profession	Military Service	Hobbies/Interests	Volunteer Activities	children	Grandchildren	Great Grandchildren	KingsGate History	Other Information	UnitPhoto	PersonPhoto
R-407	Bentley	Carmen	F		236	Bainbridge		541-981-6937	409-540-6599		3220 Brown Avenue	SENECA	SC	29678															
R-408	Durst	Brenda	F		237	Bainbridge			251-414-0672		1843 Traders Alley	Kansas City	MO	64105															
R-409	Harris	Stanley	M		237	Bainbridge			480-324-1210		2757 Alpaca Way	Los Angeles	CA	90017															
R-410	Quesada	Ethel	F		238	Bainbridge			513-638-7349			Nokomis																	
R-411	Fountain	Lisa	F		239	Bainbridge		515-289-7978				Nokomis																	
R-412	Cruz	Shannon	F		240	Bainbridge		620-525-9686			2987 Gore Street	Houston	TX	77017	714-799-4637	OH	MI		Homemaker		swimming laps	Ran bingo in Toledo to raise money for the school system	7	14	6		Has won many medals in competitive swimming in Senior Olympics		
R-413	Frisch	Earnestine	F		241	Bainbridge		406-548-1369	617-410-9381	Earnestine.B.Frisch@dodgit.com	3289 Haymond Rocks Road	SCOTTSBURG	ON	L7P 3N2															
R-414	Vogel	Mark	M		241	Bainbridge		740-715-8022	631-716-6793	Mark.M.Vogel@pookmail.com	1864 Fittro Street	Harrison	ON	L7P 3N2															
R-415	Joiner	Pamela	F		242	Bainbridge		903-416-3863			3078 Steele Street	Oak Brook	IL	60523															
R-416	Bartlett	Marcus	M		242	Bainbridge		815-328-7954			1530 Pine Street	Portland	PA	97205															
R-417	Villarreal	Sandra	F		243	Bainbridge		503-292-7437	832-202-2845		4504 Maxwell Farm Road	BLACKSBURG	VA	24060															
R-418	Lee	John	M		243	Bainbridge		231-785-8583	612-337-4600		3948 White Avenue	Corpus Christi	TX	78476															
R-419	Ross	Jacqueline	F		244	Bainbridge			435-648-3401		2648 Frosty Lane	Binghamton	NY	13901															
R-420	Ruth	William	M		244	Bainbridge			254-652-9386		2632 Haul Road	Minneapolis	MN	55415															
R-421	Edwards	Janine	F		245	Bainbridge			920-801-7183		3441 Westfall Avenue	Owatonna	MN	55060															
R-422	Kale	Jack	M		245	Bainbridge			661-315-1996		2236 Romrog Way	Grand Island	NE	68801															
R-423	Kling	Susan	F	signed 11-29-11	246	Bainbridge		802-962-9756	805-243-3552	Susan.J.Kling@mailinator.com	4186 Station Street	Oakland	CA	94606	315-787-3737	IN	IL	"Parkview School of Nursing, Fort Wayne"	"RN, homemaker"		"Read, knit, puzzles, Swedish weaving"	"Hospice, church, KG"	4	5	2	A friend rented here in KG.  The next year they could not come so asked Pam and Terry if they wanted to rent lot # 122 in 2003.  They bought lot # 246 in 2004 and put on the raised lanai in 2005.			
R-424	Gamboa	Patrick	M	signed 11-29-11	246	Bainbridge		406-528-8565	786-389-8913	Patrick.L.Gamboa@dodgit.com	1868 Spring Street	Shelbyville	IL	62565	507-621-0624	IN		"Huntington University, Indiana University"	"Education, Middle School Principal"		"golf, tennis, reading, gardening"	"Hospice, KG"	4	5	2				
R-425	Moss	Keisha	F		247	Bainbridge		985-890-4744	914-844-5221	Keisha.K.Moss@trashymail.com	3712 Rockwell Lane	Greenville	ON	LOL!xl															
R-426	Gilmore	Danny	M		247	Bainbridge		910-535-7009	989-637-6388	Danny.M.Gilmore@trashymail.com	2441 Hickory Street	West Valley City	ON	LOL!xl															
R-427	Sharkey	Elizabeth	F		248	Bainbridge		412-795-8962			3635 Hope Street	Portland	OR	97205	773-862-1855	IL		Cornell College in Iowa	"Homemaker, worked in a children's shop"		"Knitting, cooking, swimming"	"School, senior citizen's center"							
R-428	Styers	Ricky	M		248	Bainbridge		719-266-2271			3873 Park Avenue	ELK GROVE	CA	95624	650-394-5113	IN	IL	Indiana Tech	Design Engineer for milling machines	"Navy, Sea Bees, South Pacific"	Making and fixing things	"school, repair and building of displays for two museums"	3	5	1	Were staying at the Royal coachman and went for  a drive.  Rented in 1995 and purchased lot # 248 in 2008.	Really like it here.		
R-429	Frey	Catherine	F		249	Bainbridge		973-956-8242		Catherine.R.Frey@dodgit.com	641 Twin Willow Lane	Jacksonville	NC	28540	505-685-5999	MI		University of Michigan	Tool and Die for GM		"golf, dancing, boating"	Tool and Die for GM	3	2					
R-430	Nixon	Gary	M		249	Bainbridge		334-733-7793		Gary.R.Nixon@dodgit.com	1417 Blair Court	CONCORDIA	MO	64020	337-207-2746	AR	MI	University of Michigan	Tool and Die for GM	"Army, Viet Nam"	"computers, golf, boating, home repair"	Tool and Die for GM	3	2		"Visited their aunt, Dorothy Turner.  Purchased lot # 249 in 2006"	Met at work.		
R-431	Raftery	Frances	F		250	Bainbridge		917-866-8765	812-208-2158	Frances.G.Raftery@pookmail.com	4779 Locust View Drive	San Francisco	CA	94115	812-405-0165	MI			"Michigan Bell, western Union, Homemaker"		"golf, boating , tennis"		2	6	7		They have been married 62 years in 2010.		
R-432	Bolden	Kyle	M		250	Bainbridge		973-637-7686	920-374-2362	Kyle.I.Bolden@dodgit.com	2950 Tori Lane	Salt Lake City	UT	84104	973-370-8709	MI			Owned a Home Improvement business	"Navy, joined at 17 in 1944, Okanawa"	"boating, golf, music, tennis, pool"	KG	2	6	7	"Came to visit the area on vacation in a resturant ran into their neigbors from home, the Kimels (lot # 233).   They purchased lot #250 in 1977.  They had several units before they purchased this unit, the third 12' wide in the park.  They purchased it con"	He dropped out of High School to enlist in the navy.  He discovered that his High School was giving diplomas to those who served in the military.  He graduated with 6 of his classmate vetrans from the same school and one year after the graduation of his g		
R-433	Guajardo	Susan	F		251	Bainbridge			415-629-6799	Susan.G.Guajardo@pookmail.com	1179 Mercer Street	FALUN	WI	54840	219-984-5595														
R-434	Thomas	Louis	M		251	Bainbridge			704-351-1191	Louis.L.Thomas@mailinator.com	4350 Mount Tabor	Westbury	NY	11590	218-374-9667														
R-435	Lord	Tamara	F		252	Bainbridge			715-842-7606	Tamara.P.Lord@pookmail.com	3680 County Line Road	New Port Richey	FL	34652	203-551-8306														
R-436	Janousek	Rickey	M		252	Bainbridge			651-326-3913	Rickey.N.Janousek@pookmail.com	350 Rowes Lane	Owensboro	KY	42301	580-972-6715														
R-437	Fishburn	Rachel	F		253	Bainbridge		830-215-6847	317-393-9332	Rachel.N.Fishburn@spambob.com	937 Hidden Pond Road	VANLEER	TN	37181															
R-438	Tracy	Fred	M		253	Bainbridge		734-479-6234	225-928-8602	Fred.S.Tracy@trashymail.com	1358 Laurel Lane	Midland	TX	79701															
R-439	Parrish	Esther	F		254	Bainbridge			213-687-2022		621 Patton Lane	DURHAM	NC	27701															
R-440	Worley	Solomon	M		254	Bainbridge			870-747-1595		2909 Roguski Road	NATCHITOCHES	LA	71457															
R-441	Leasure	Tamara	F	Signed 10-23-12	255	Bainbridge		252-290-0783		Tamara.K.Leasure@trashymail.com	1572 Raccoon Run	Burien	WA	98168	503-414-0296	NY	PA	Community College	"Bookkeeper, homemaker"		"quilting, organ"	Girl scouts	3	7	1		They meet on a double date and the next week they switched.		
R-442	Buchanan	Harry	M	Signed 10-23-12	255	Bainbridge		314-740-6635		Harry.E.Buchanan@mailinator.com	2536 Davis Avenue	Petaluma	CA	94952	717-779-7130	NY	PA	New York City Fire Academy	New York City Fireman	National Guard	"hunting, fishing, skeet shooting, glass cutting, coin collecting"		3	7	1	"They were fishing while staying at Royal Coachman.  A women fishing nearby told them about KG, which they checked out the next day.  The rented lot # 245 in 2002 and purchased lot # 255 in 2004"			
R-443	Reed	Elvira	F		256	Bainbridge			212-873-1358		3107 Wiseman Street	Knoxville	TN	37929	662-712-9017	MI		Grand Rapids Junior College	Nurse in Endoscopy		"Golf, reading, Swedish weaving, travel"		3	11	1		Have traveled to 49 states in their 5th wheel.  One of their children died in 2006.		
R-444	Mcneill	Jacob	M		256	Bainbridge			713-627-0494		1652 Fleming Street	MONTGOMERY	AL	36117	440-334-0525	MI		Grand Rapids Junior College	Owned a sheet metal instillation business that worked on commercial sites		"Golf, fishing biking, travel"	"Elks Club, Prepare Thanksgiving diners, Habitat for Humanity"	3	11	1	Were staying at the Royal Coachman.  Found KG while biking.  Purchased lot # 256 in 2005	Meet in High School		
R-445	Billman	Ruth	F		257	Bainbridge					717 Flinderation Road	Tinley Park	IL	60477															
R-446	Pierce	Frederick	M		257	Bainbridge					1599 Small Street	New York	NY	10016															
R-447	Graves	Craig	M		258	Bainbridge		253-754-1934	281-488-5602		946 Valley Drive	Philadelphia	PA	19108															
R-448	Mcconnell	Jean	F		259	Bainbridge				Jean.O.Mcconnell@dodgit.com	1205 Ferrell Street	PERHAM	MN	56573															
R-449	Stanley	Lesley	M		259	Bainbridge				Lesley.J.Stanley@mailinator.com	403 Hinkle Lake Road	QUINCY	MA	2169															
R-450	Eades	Gale	F		260	Bainbridge			308-824-5903		4069 Cambridge Court	LAMAR	AR	72846															
R-451	Salazar	Craig	M		260	Bainbridge			916-635-1201		1490 Roguski Road	JONESVILLE	LA	71343															
R-452	Robertson	Deana	F		261	Bainbridge			773-673-0970		4917 Parker Drive	Cleveland	OH	44110	919-788-1317	IN	OH	"Purdue, Indiana State"	"Physical Education Teacher, homemaker"		"gld, tennis, crafts"	"KG, coached school sports"	2	5		Her parents were in KG from the beginning in 1975.	Their kids grew up her and learned to swim in KG pool.		
R-453	Payne	Brendan	M		261	Bainbridge			828-651-5090		4310 Carolyns Circle	DALLAS	TX	75201	803-255-6743	IL	OH	Purdue		National Guard	tennis golf		2	5		His parents purchased lot # 261 in 1976.	They met on a blind date.		
R-454	Porter	Frances	F	signed 1-15-2012	262	Bainbridge		209-720-7315	732-324-1318	Frances.W.Porter@spambob.com	4951 Lynn Street	CHARLESTOWN	MA	2129	815-398-1777	NY	VA	"Adelphi University, Dowling College"	"Special Ed teacher, homemaker, owned a gift shop"		"Bible study, Swedish weaving, travel, reading, grandkids, boating"	"Head of women's Ministriest at church, Mission work in Ukraine, Bible Study Teacher"	2	4		Bought 262 in 2006	She has been married to yer college sweethear fo 43 years		
R-455	Steed	Danny	M	Signed 10-23-12	262	Bainbridge		636-524-4343	205-304-9917	Danny.T.Steed@trashymail.com	4521 Radford Street	Louisville	KY	40242	310-666-6609	NY	VA	"Adelphi University, Northeastern University"	Teacher and computer specialist at elementary and college level		"tennis, softball, travel,reading, boating"	"Ambulance driver, Mission Board at church, Mission work in Ukraine, Bible Study Teacher"	2	4		Their son-in-law's grandparents owned in GK.  They bought lot # 262 in 2006.	They met in college.		
R-456	Dantzler	Karen	F	signed 11-28-11	263	Bainbridge			734-624-7081	Karen.R.Dantzler@dodgit.com	3266 Ingram Street	Xenia	OH	45385		PA	"NC, GA"	"Slippery Rock University, University of Pittsburg"	"Taught 1st and 2nd grades, Asst Supervisor at Welcome Center for Outer Banks at Kitty Hawk, NC"		"travel, computers"	"hospital, church"				They were staying at the Royal Coachman and heard about KG.  They purchased lot # 263 in 2006 for their 5th wheel.	A co-teacher of Kay's lived above Ken in an apartment complex and got them together.		
R-457	Mobley	Tony	M	signed 11-28-11	263	Bainbridge			956-451-2081	Tony.J.Mobley@pookmail.com	2781 Joes Road	Glens Falls	NY	12801		PA	"NC,GA"	Pitt	Accountant		travel								
R-458	Sanchez	Debra	F		264	Bainbridge		865-224-2456	919-392-7180		3742 Fittro Street	Little Rock	AR	72211															
R-459	Gold	Mary	F	declined	265	Bainbridge																							
R-460	Smith	Lucille	F	declined	266	Bainbridge																							
R-461	Field	Dennis	M	declined	267	Bainbridge																							
R-462	Payne	Wanda	F	"Declined to participate -Dec, 2011"	268	Bainbridge																							
R-463	Young	Richard	M		269	Bainbridge			337-853-3859			Nokomis																	
R-464	Bombardier	Lura	F	signed 11-7-11	270	Bainbridge		660-778-3856		Lura.E.Bombardier@mailinator.com	2856 Perry Street	Sandusky	MI	48471	717-543-6989	OH	CA	"Kent State University, Akron University"	elementary teacher		"Reading, crafts, Swedish weaving"	"Hospital, church"	5	19	4	Rented from a friend. Bought lot # 270 in 1986.  Put this unit on in 1993	Mary met her husband in school.  He was in the Navy and then a fireman.  They were married for 32 years.		
R-465	Audette	Nancy	F		271	Bainbridge		727-573-9917	928-282-8344		1701 Godfrey Street	Beaverton	ON	LOL 1PO															
R-466	Rains	Rita	F	signed 2-13-2012	272	Bainbridge		508-842-3928		Rita.J.Rains@spambob.com	3803 Dale Avenue	Seattle	WA	98101	616-775-4797	MI			"Owned a portrat studio, homemaker"		" bowling, cards"	church	2	4	3		They met at church		
R-467	Torres	James	M	signed 2-13-2012	272	Bainbridge		719-563-8219		James.J.Torres@dodgit.com	1284 Par Drive	San Luis Obispo	CA	93401	212-228-7715	MI			electrical conracter		"golf, fishing, softball, bowling"	church	2	4	3	They were staying at the Royal Coachman and discovered KG while driving around.  They watched it grow.  Rented in 1998 and purchased lot # 272 in 2000.			
R-468	Morton	Janet	F		273	Bainbridge		989-619-0783		Janet.J.Morton@pookmail.com		Nokomis				NY	NJ	"Benedictine Hospital School of Nursing, Kingston, HY"	Nursing - labor and delivery		"sewing, crafts, quilting, travel, reading"	KG				In 1982 she and her husband were in a mobile home in Sarasota.  They asked were they could find a park that allowed one to own their lot and KG was suggested.  Two weeks later they bought lot # 273.	She met Al in a bar.  He died in 2660 after 30 years of marriage. During the famous 12' wide debate they were instrumental in having a dealer park a unit by the tennis courts so owners could see one.  They also arranged for the first TV and microwave to b		
R-469	Mitchell	Donna	F	declined 12-13-11	274	Bainbridge																							
R-470	Stephens	Mark	M	declined 12-13-11	274	Bainbridge													s										
R-471	Corwin	Collette	F		275	Bainbridge			503-742-4417	Collette.G.Corwin@mailinator.com	3703 Davisson Street	Indianapolis	IN	46225		VT		University of Vermont	Bookkeeping and HR work for bakery		horses - Icelandic. Walking especially on the beach near the water	"March of Dimes, Vermont public Television"							
R-472	Keene	Ivan	M		275	Bainbridge			605-957-1136	Ivan.C.Keene@spambob.com	3430 Nicholas Street	TOPEKA	KS	66612		VT			Owned wholesale bakery	"Army, Guam, Viet Nam"	"hunting, working on bakery and heavy equipment"	"March of Dimes, electrical and plumbing work for the needy"	4	11		Were staying a Say and Play.  Got a list of parks in the area.  Liked KG and bought in 2010	They were delivered by the same doctor two says apart.  Got to know each other in high school		
R-473	Anderson	Debbie	F	signed 10-27-11	276	Bainbridge		407-549-5323	580-726-9565	Debbie.L.Anderson@pookmail.com	3292 Deans Lane	Valhalla	NY	10595	716-972-8362	IL	CA WI NC TN	Triton College and College of St Francis - Illinois	registered nurse - emergency room		"tennis, sewing, kayaking, biking, knitting.hiking"	"Special Olympics, Hospice, Meals on Wheels, Horse training for autistic children, visit elderly, help children with reading"	4	5			A blended family.  They met when she worked in ER and he was a first responder		
R-474	Roger	Jack	M	signed 10-27-11	276	Bainbridge		413-475-0853	847-941-0686	Jack.E.Roger@dodgit.com	3213 Oakridge Farm Lane	Port Washington	WI	53074	870-621-3569	IL	WI NC TN	North Park University	"Fire fighter, paramedic, Taught adult education at Western Electric"		"fishing, travel, tennis, hiking, biking, kayaking"	"Special Olympics,  Meals on Wheels, Horse training for autistic children, Moose Lodge projects"	4	4		Bob Schachtner was a fishing buddy.  Purchased lot # 256 their first day in the park in 1997.  Later bought lot # 257 in 2001.  Purchase lot # 276 in 2004	We are here because of the people and Ollie has become the mascot of KG.		
R-475	Charles	Amber	F	signed 11-26-11	277	Bainbridge		858-576-9594			1122 Oakwood Circle	Irvine	CA	92614	262-224-0413	OH			"A customer service rep in a bank, homemaker"		"music, antiques, reading, flowers, walking, biking, Venice Symphony"	"Editor of King's Gate Kourier, church, Venice theater"	4	7		Been a resident since 1997			
R-476	Owens	Thomas	M	signed 11-26-11	277	Bainbridge		386-963-5951			311 Wilkinson Court	NAPLES	FL	33962	918-593-4306	KY	OH		Union Carbide - Elkem Metals - Plant Supervisor		"golf, gardening, stained glass, music, dance, cards, exercise, sports"	"KG pancake maker, Flea Market"	4	7		A friend of his who retired at the same time knew the Ashleys and rented here for one year.  He convinced the Osbornes to visit.  They rented for several years starting in 1992 and purchased lot # 277 in 1997	They met at a dance (a Friday night in 1959).  They have been married 47 years in 2011.  This is a second marriage for both and the children are a blended family.		
R-477	Medford	Marguerite	F		278	Bainbridge		410-594-4089		Marguerite.G.Medford@dodgit.com	1599 Rainbow Road	Long Beach	CA	90802	316-573-5164	CA	VA OH	Shasta Community College	Worked for the federal government	Marines	"reading, golf, writing leters"		1				They met in the Marines.		
R-478	Crowe	William	M		278	Bainbridge		917-781-4813		William.L.Crowe@pookmail.com	1642 Jerome Avenue	Harlingen	TX	78550	678-658-5890	OH	VA		Proctor and Gamble	Marines	"fishing, hunting, biking, gardening"		1			They were looking for a place.  A lady at the Nokomis Grove Ice Cream store told them about KG.  They rented in 2000 and purchased lot # 278 in 2001.			
R-479	Miller	Linda	F		279	Bainbridge		407-594-0444	505-889-4238	Linda.S.Miller@trashymail.com	4875 Bastin Drive	NEWARK	PA	19714	917-805-4327														
R-480	Crowley	Graig	M		279	Bainbridge		402-735-0208	858-509-1443	Graig.D.Crowley@spambob.com	3055 Bluff Street	Washington	MD	20004	706-485-1688														
R-481	Manke	Catherine	F	declined	280	Bainbridge																							
R-482	Garcia	George	M	declined	280	Bainbridge																							
R-483	Mader	Katie	F		281	Bainbridge		360-212-7954	650-320-8628		4561 Edgewood Avenue	Fresno	CA	93721															
R-484	Hiser	William	M		281	Bainbridge		630-536-2909	941-256-6171		3867 Richards Avenue	Los Banos	CA	93635															
R-485	Rowland	Crystal	F	signed 12-1-11	282	Bainbridge		631-930-8143	814-533-6062	Crystal.J.Rowland@mailinator.com	4613 Hampton Meadows	Bedford	MA	1730		IL	CA NY KY WI	Loyola	"Kindergarten teacher, homemaker"		"tap dancing, line dancing"	"Head start, KG"	7	15	4				
R-486	Parvin	Craig	M	signed 12-1-11	282	Bainbridge		702-326-8550	865-278-4922	Craig.M.Parvin@spambob.com	2969 Stanley Avenue	Garden City	NY	11530		IL	CA NY KY WI	"Loyola, University of Illinois"	"Dentist, Periodontist"	"Army, Okinawa & Letterman Hospital NY"	"biking, tennis, golf, producing DVS's of family legacy"	"Village Health Program in Nicaragua and El Salvador, Dental Clinic for migrants in Florida, taught English as a second language"	7	15	4	they rode their bikes to KG while staying at the Royal Coachman.  They bought lot # 282 in 1995 and put this unit on it in 2006.	"His buddy. who was her cousin, invited Jack to another cousin's wedding. Helen was at that wedding."		
R-487	Webb	Eileen	F		283	Bainbridge		713-685-7845				Nokomis																	
R-488	George	David	M		283	Bainbridge		702-923-1110				Nokomis																	
R-489	Wade	Margarita	F		284	Bainbridge		724-986-6497	920-764-0580		4694 Pooh Bear Lane	Greer	SC	29650		NY			"Ran the office for the floor covering business, homemaker"							They were visiting friends in Venice and they drove them around the area.  They saw and liked KG.  In 2003 they purchased lot # 284.	Went to school together.  Married 56 years in 2011.		
R-490	Schmidt	William	M		284	Bainbridge		248-790-0601	217-526-4819		4651 Peaceful Lane	Independence	OH	44131		NJ	NY		Owned a floor covering installation business		"Hunting, fishing"	Rescue Squad	2	1					
R-491	Harris	Irma	F		285	Bainbridge		816-305-7087		Irma.R.Harris@mailinator.com	522 Taylor Street	Mamaroneck	ON	N4S8Z2	520-400-5545		ON		"Bell Telephone, Homemaker, Sears"		"golf, knitting, tennis, music"	"Palliative care at a hospital, Meals on Wheels, TeleCare - an organization that checks daily with the home bound and takes calls from the lonely and people needing information about available help."	2	4			Jill was born in England and her family immigrated to Canada in 1952.  One night a friend offered her a ride home from work.  Carl was in the backseat.  The fact that she was still serious with a fellow in England did not bother him.		
R-492	Kelson	Levi	M		285	Bainbridge		860-832-8860		Levi.R.Kelson@dodgit.com	216 Dogwood Lane	Tucson	ON	N4S8Z2	775-222-4881	ON		Air Traffic School	"Air Traffic Controller - Manager of the London, Ontario tower"		"Built homes, golf"	Writing a history of his home township	2	4		Were staying at the Royal coachman.  Rode their bikes to KG and it looked dull.  When they retired they began looking for a place where they owned the lot.  In 1991 the rented lot # 285.  Purchased it in early 1992 and put this unit on it.	One night a friend of Jill's offered her a ride home from work.  Carl was in the backseat.  The fact that she was still serious with a fellow in England did not bother him.		
R-493	Anders	Claribel	F		286	Bainbridge			818-222-2406	Claribel.A.Anders@pookmail.com	3075 Hickman Street	Chicago	IL	60606	714-265-2736	NB	AR	Concordia Teachers College	"Elementary teacher, bookkeeper for contracting business, homemaker"		"quilting, reading, sewing, card making"	"Thrift shop, church, poll worker"	3	5			They sell iPod holders on e-bay		
R-494	Stinson	William	M		286	Bainbridge			205-542-3629	William.D.Stinson@dodgit.com	4381 Ridenour Street	Miami	FL	33143	712-477-5537	NB	AR		General contractor for homes and light commercial buildings	Air National Guard	"music-barbershop, golf"	"Drives Courtesy Van in Bella Vista, church"	3	5		They were friends of the Kochendorfer's (209). They rented their unit in 2007 when he was ill. They rented lot # 287 in 2008 and purchased lot # 286 in 2009.	"After getting her teaching degree she came to Arlington, Nebraska at the church school where he attended."		
R-495	Brown	Sarah	F	signed 11-8-11	287	Bainbridge	renter		217-461-3267	Sarah.B.Brown@trashymail.com	1298 Post Avenue	ROTHSAY	MN	56579		IL	MO MI	"Southern Illinois, Central Michigan University"	"registerd nurse, taught Medical Occupation in High School, Homemaker"		reading	"church, helped with many benefit auctions"	2	2		They wanted to rent a house near her parents in Venice but could not because they had a large dog.  They decided to buy a 5th wheel and camp.  They had booked a site at Royal Coachman and flew down early to visit her parents.  They looked over the campgro			
R-496	Colson	Zelma	F		287	Bainbridge			661-835-6493	Zelma.R.Colson@trashymail.com	4584 Woodland Avenue	PARADIS	LA	70080															
R-497	Butler	Ernest	M	signed 11-8-11	287	Bainbridge	renter		607-510-6840	Ernest.J.Butler@pookmail.com	2988 Spring Street	SHUMWAY	IL	62461		MI	IL	"Southern Illinois University, Central Michigan University"	"Auctioneer, Taught in a Trade and Industrial High School"	"Air Force, Crew Chief  C-130s. Columbia, Brazil, Ethiopia"	Flying fishing	"church, held many benefit auctions"	2	2			Mike was the best man for an Air Force buddy when he married Claudia's sister.  Claudia was the maid of honor.  Make and Claudia were married a year latter in 1969.		
R-498	Foss	Gina	F		288	Bainbridge			618-269-1872	Gina.J.Foss@dodgit.com	50 Waldeck Street	Arlington	TX	76010	773-392-6031			Indiana State university	speech therapy		reading	"church, choir"							
R-499	Cantrell	Benjamin	M		288	Bainbridge			781-858-1296	Benjamin.K.Cantrell@pookmail.com	56 Hillview Drive	Fremont	CA	94539	917-359-0209	IN		"Indiana University, Indiana State University"	music teacher and band director		"hunting, shooting, flying"	"Big brothers and sisters, Indiana State School Music Association, church"	1			His sister worked in the KG office.  They visited her and bought lot # 288 in 2004.	They taught in the same school		
R-500	Carney	Jill	F	signed 10-28-11	289	Bainbridge		412-298-8102		Jill.M.Carney@pookmail.com		Nokomis				SK	MB QC ON PA	Office Management Training School	Homemaker	Canadian Air Force	"swimming, walking, tennis"	"Meals on wheels, hospital"	3	4	4	Read about Royal Coachman in Pittsburg paper and came to look it over.  On way to RC saw a motor home and followed into KG in 1980. Rented for one night and purchased lot # 289 the next day.  Had several units on the lot.  Put this one on in 1996.	Married to John for 64 years when he died in 2010.  The met in the air force.  He was in the RAF.		
R-501	Wilson	Alberta	F	signed 12-13-11	290	Bainbridge		586-518-8219		Alberta.A.Wilson@pookmail.com	1740 Gregory Lane	Louisville	KY	40299	706-590-2808	IN	OH WV	Ohio State	"Writer for 2 newspapers and 2 magazines, radio talk show host, homemaker"		"collecting - especially dolls and teddy bears, minatures. Hosts own radio show"	"Helped start a museum with her toy collection, was in charge of publicity for lots of organizations, medical auxiliary, welfare league, went back into radio at age 90"	2	5	2	Her mother and dad lived in Venice.  Dick and Sally discovered KG while driving around the area.  They rented here in 1975.  They bought lot # 290 in 1977 and after a series of units put on this unit in 1998.	"They first met on a blind date set up by Dick's college roommate.  Neither were much impressed with the other until the dance began.  ""Dick was a great dancer.""  He was also a great doctor, husband and father.  He had Alzheimer's for 10 years and was a go"		
R-502	Price	Tonya	F	signed 11-29-11	291	Bainbridge		512-859-2443	843-569-4022	Tonya.A.Price@pookmail.com	1399 Bottom Lane	Buffalo	NY	14202	440-945-4712	RI	CA HI	"Ventura JR College, California"	"Branch manager of a Credit Union, Homemaker, First enlisted ombudsman for Construction Battalion's Pacific Fleet"		"sewing, crafts"	"school, scouts, church"	2	3		Her sister lived here. They visited and bought lot # 291 in 1999	"They meet at a servicemans program at the YMCA in Providince, Rhode Island."		
R-503	Cunningham	Henry	M	signed 11-29-11	291	Bainbridge		714-980-7329	626-549-4135	Henry.T.Cunningham@dodgit.com	1757 Thunder Road	San Francisco	CA	94103	804-478-9072	MO	IN RI CA HI	University of Rhode Island	"U S Navy, Accountant"	"Navy (Seabees), Antarctica, viet Nam"	"electronics, golf, construction"	"Coach and referee for baseball and soccor, has referred soccer at youth, college and professional levels"	2	3			He participated in the first South Pole wintereover in Antarcitca in 1957.  Mt Waldron in Antactica is named after him.		
R-504	Clarke	Mary	F	signed 11-28-11	292	Bainbridge		909-621-7083	631-801-5648	Mary.J.Clarke@dodgit.com		Nokomis			908-864-2405	MI	ME		Bookkeeper at a car wash		"gardening, stained glass, computers"	"KG, scouts, school"	6	9		After the death of her husband she spent some time with her sister-in-law on Siesta Key.  They came to KG to visit the Farrells who were friends of her in-laws. She liked KG and purchased lot # 292 in 2004 and added the lower lanai that summer.			
R-505	Soto	Joseph	M	signed 11-28-11	292	Bainbridge		281-725-2992	510-383-7579	Joseph.E.Soto@dodgit.com		Hope	ME		360-343-1887	ME			Truck Driver		"stained glass, carpentry, mechanical work"	"KG, Boys and girls summer camp"	6	10	9	They were staying at Royal Coachman and visited a friend in KG.  They bought  lot # 180 in 1998	He and Kathy were married after their spouses died.		
R-506	Roberts	Angelita	F	signed 11-1-11	293	Bainbridge			916-856-0813	Angelita.A.Roberts@spambob.com	1648 Huntz Lane	CAMBRIDGE	MA	2141		OH			Worked in the businesses they owned		"sewing, scrapbooking"	"school, church, softball and cheer leading coach"	5	10					
R-507	Minton	William	M	signed 11-1-11	293	Bainbridge			601-993-3827	William.M.Minton@trashymail.com	3550 Simons Hollow Road	Scranton	PA	18503		WV	OH		Owned several businesses		"outdoors, fishing, hunting, biking, cycling"	"little league coach,T-ball coach, visiting nursing homes"	5	10		Visited a cousin who lived in the area.  Talked to a realtor who suggested they look at KG.  They rented lot 103 in 2007 and purchased lot 293 in 2008	Joy and Mike met while playing coed volley ball at the YMCA.  They were married 34 years in 2010		
R-508	Palmer	Nichole	F		294	Bainbridge		203-786-2592	202-526-3151		4663 White Lane	Fort Smith	AR	72901															
R-509	Stanley	Rita	F	"declined, 2011"	295	Bainbridge																							
R-510	Flanigan	John	M	"declined Dec, 2011"	295	Bainbridge																							
R-511	Coles	Esther	F	declined	296	Bainbridge																							
R-512	Arbogast	Maxwell	M	declined	296	Bainbridge																							
R-513	Hammond	Cordelia	F		297	Brookshire		832-741-2324		Cordelia.T.Hammond@spambob.com	2275 New York Avenue	ANAHEIM	ON	K2s1w2	508-917-3694														
R-514	Harris	Clarence	M		297	Brookshire		336-365-2808		Clarence.C.Harris@pookmail.com	846 Neuport Lane	Marietta	ON	K2s1w2	304-910-9839														
R-515	Mishler	Kathleen	F		298	Bainbridge				Kathleen.M.Mishler@trashymail.com	705 Kyle Street	Grand Island	NE	68803															
R-516	Wilt	Charles	M		298	Bainbridge				Charles.A.Wilt@pookmail.com	4970 Wildrose Lane	Detroit	MI	48219															
R-517	Courtney	Sandra	F	Declined to participate -11-7-11	299	Bainbridge																							
R-518	Holmes	Gregory	M	Declined to participate -11-7-11	299	Bainbridge																							
